STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2010,,7362.589,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2010,,29.908,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,4.669,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,0.774,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2010,,10020.574,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2010,,17.372,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,0.295,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,2.046,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,5.265,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2010,,12397.761,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2010,,19.503,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2010,,26.938,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,1.782,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2010,,4358.289,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,2.442,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2010,,18.14,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,2.04,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,1.363,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2010,,23.429,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,0.36,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2010,,7.86,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,2.824,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2010,,7941.525,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,0.442,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2010,,26.068,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2010,,3.351,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,7363.286,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,20.752,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,13.549,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,4676.082,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,25.276,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,3.516,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,25.541,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,1.255,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,0.668,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,15.344,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,10.264,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,22.512,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,24.014,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,7597.532,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,5.608,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,5397.511,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,22.163,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,22.904,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,11951.797,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,27.071,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,25.555,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,16.821,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,18.146,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,4230.69,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,20.144,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,15.718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,16.182,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,20.159,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,9.783,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,10.607,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,23.245,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,15.098,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,1.108,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,2.153,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,25.881,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,22.933,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,0.357,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,7.814,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,21.027,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,3.013,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,21.792,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,0.423,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,3.369,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,24.763,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,8250.754,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,26.442,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,12.346,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,21.713,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,8002.474,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,2092.518,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,23.924,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,18.271,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,0.099,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,19.997,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,22.851,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,8798.268,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,11928.494,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,12648.273,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,23.865,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2011,,19.219,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,20.596,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,1.133,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,2699.182,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2011,,21.826,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,11466.571,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2011,,27.405,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,12404.891,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2011,,1505.209,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,1.588,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2011,,0.232,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2012,,2.915,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2012,,2.366,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,10.208,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,11.879,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,7.228,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,24.332,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,8076.062,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,8823.522,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2012,,3.661,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,10261.252,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,23.048,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2012,,1.482,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,14345.436,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,6271.046,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,7553.319,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,17.222,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,17.308,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2012,,4.842,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,12.029,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,8044.561,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,2208.942,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2012,,0.105,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,22.951,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,8535.549,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,12236.371,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,12754.36,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,20.726,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2012,,1.027,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,2931.067,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,21.773,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,11445.496,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,12574.307,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,12.625,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,15.322,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2012,,4117.899,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,15.23,,A,,,,,,,
